tone_type,tone_bank,tone_num,tone_name,category
SN-A,PRST,0076,Retro Phaser,E.Guitar
SN-A,PRST,0077,Twah Cutting,E.Guitar
SN-A,PRST,0078,PwahCut CC18,E.Guitar
SN-A,PRST,0079,AutoWah Back,E.Guitar
SN-A,PRST,0080,FunkMeister,E.Guitar
SN-A,PRST,0081,CleanTheater,E.Guitar
SN-A,PRST,0082,Warm Clean,E.Guitar
SN-A,PRST,0083,DelayedTwin,E.Guitar
SN-A,PRST,0084,Crunch Phase,E.Guitar
SN-A,PRST,0085,Clean Twin,E.Guitar
SN-A,PRST,0086,Clean Spirit,E.Guitar
SN-A,PRST,0087,Flange Clean,E.Guitar
SN-A,PRST,0088,Heart Break,E.Guitar
SN-A,PRST,0089,T-Bird Surf,E.Guitar
SN-A,PRST,0090,ClassicClean,E.Guitar
SN-A,PRST,0091,Groove Clean,E.Guitar
SN-A,PRST,0092,JC-Chorus,E.Guitar
SN-A,PRST,0093,Sweet Home,E.Guitar
SN-A,PRST,0094,Transistor,E.Guitar
SN-A,PRST,0095,Smooth Clean,E.Guitar
SN-A,PRST,0096,NY Clean,E.Guitar
SN-A,PRST,0097,Clean Dirty,E.Guitar
SN-A,PRST,0098,60s BritRock,E.Guitar
SN-A,PRST,0099,StandardJazz,E.Guitar
SN-A,PRST,0100,FingeredJazz,E.Guitar
SN-A,PRST,0101,Modern Jazz,E.Guitar
SN-A,PRST,0102,Mr.Octave,E.Guitar
SN-A,PRST,0103,Bright Live,E.Guitar
SN-A,PRST,0104,Stack Lead,Dist.Guitar
SN-A,PRST,0105,USA Legend,Dist.Guitar
SN-A,PRST,0106,Lead Legend,Dist.Guitar
SN-A,PRST,0107,Rotary Riff,Dist.Guitar
SN-A,PRST,0108,Big Wing,Dist.Guitar
SN-A,PRST,0109,Crunch Chord,Dist.Guitar
SN-A,PRST,0110,60s Fuzz,Dist.Guitar
SN-A,PRST,0111,Cream Crunch,Dist.Guitar
SN-A,PRST,0112,Bunch Crunch,Dist.Guitar
SN-A,PRST,0113,Pwah OD CC18,Dist.Guitar
SN-A,PRST,0114,60s RockRiff,Dist.Guitar
SN-A,PRST,0115,70s RockRiff,Dist.Guitar
SN-A,PRST,0116,Texas Tusher,Dist.Guitar
SN-A,PRST,0117,Blues Master,Dist.Guitar
SN-A,PRST,0118,House Blues,Dist.Guitar
SN-A,PRST,0119,Apartment,Dist.Guitar
SN-A,PRST,0120,TWah Lead,Dist.Guitar
SN-A,PRST,0121,Warm Drive,Dist.Guitar
SN-A,PRST,0122,Hi-Gain Rock,Dist.Guitar
SN-A,PRST,0123,Metal Stack,Dist.Guitar
SN-A,PRST,0124,Purple Stack,Dist.Guitar
SN-A,PRST,0125,Lead Stack,Dist.Guitar
SN-A,PRST,0126,Cah Solo,Dist.Guitar
SN-A,PRST,0127,FeelGood Doc,Dist.Guitar
SN-A,PRST,0128,BullsOnRage,Dist.Guitar
SN-A,PRST,0129,Big Riff,Dist.Guitar
SN-A,PRST,0130,Hi-GainMetal,Dist.Guitar
SN-A,PRST,0131,Nice Touch,Dist.Guitar
SN-A,PRST,0132,Mild Solo,Dist.Guitar
SN-A,PRST,0133,Chorale,Dist.Guitar
SN-A,PRST,0134,PwahDst CC18,Dist.Guitar
SN-A,PRST,0135,Ac Bass 1,Ac.Bass
SN-A,PRST,0136,Ac Bass 2,Ac.Bass
SN-A,PRST,0137,Fing Bass 1,E.Bass
SN-A,PRST,0138,Fing Bass 2,E.Bass
SN-A,PRST,0139,Comp FingBs,E.Bass
SN-A,PRST,0140,Phaser Fing1,E.Bass
SN-A,PRST,0141,Phaser Fing2,E.Bass
SN-A,PRST,0142,Slap Bass,E.Bass
SN-A,PRST,0143,Pick Bass,E.Bass
SN-A,PRST,0144,Muted Bass,E.Bass
SN-A,PRST,0145,LowBoostPick,E.Bass
SN-A,PRST,0146,OD Pick Bass,E.Bass
SN-A,PRST,0147,Fretless 1,E.Bass
SN-A,PRST,0148,Fretless 2,E.Bass
SN-A,PRST,0149,CompFretless,E.Bass
SN-A,PRST,0150,Mr.Fretless,E.Bass
SN-A,PRST,0151,Classic Gtr,Ac.Guitar
SN-A,PRST,0152,Solid GutGt,Ac.Guitar
SN-A,PRST,0153,Gut Guitar,Ac.Guitar
SN-A,PRST,0154,Flamenco Gtr,Ac.Guitar
SN-A,PRST,0155,Rasgueado,Ac.Guitar
SN-A,PRST,0156,Warm Spanish,Ac.Guitar
SN-A,PRST,0157,ArpegSteelGt,Ac.Guitar
SN-A,PRST,0158,StrumSteelGt,Ac.Guitar
SN-A,PRST,0159,French Accrd,Accordion/Harmonica
SN-A,PRST,0160,ItalianAccrd,Accordion/Harmonica
SN-A,PRST,0161,Bandoneon 1,Accordion/Harmonica
SN-A,PRST,0162,Bandoneon 2,Accordion/Harmonica
SN-A,PRST,0163,Harmonica,Accordion/Harmonica
SN-A,PRST,0164,Southern,Accordion/Harmonica
SN-A,PRST,0165,Blues Reed,Accordion/Harmonica
SN-A,PRST,0166,Vibraphone,Bell/Mallet
SN-A,PRST,0167,Vibes Hard,Bell/Mallet
SN-A,PRST,0168,Vibes Trem,Bell/Mallet
SN-A,PRST,0169,Vibes Soft,Bell/Mallet
SN-A,PRST,0170,Marimba,Bell/Mallet
SN-A,PRST,0171,Marimba Soft,Bell/Mallet
SN-A,PRST,0172,Marimba Hard,Bell/Mallet
SN-A,PRST,0173,Glocken Hard,Bell/Mallet
SN-A,PRST,0174,Glocken Soft,Bell/Mallet
SN-A,PRST,0175,Glocken Cho,Bell/Mallet
SN-A,PRST,0176,Xylophone,Bell/Mallet
SN-A,PRST,0177,Hard Xylo,Bell/Mallet
SN-A,PRST,0178,TubulrBells1,Bell/Mallet
SN-A,PRST,0179,TubulrBells2,Bell/Mallet
SN-A,PRST,0180,Steel Drums,Percussion
SN-A,PRST,0181,Timpani,Percussion
SN-A,PRST,0182,Timpani Roll,Percussion
SN-A,PRST,0183,Harp,Plucked/Stroke
SN-A,PRST,0184,Gliss Dim,Plucked/Stroke
SN-A,PRST,0185,Gliss C Mixo,Plucked/Stroke
SN-A,PRST,0186,Gliss C HMin,Plucked/Stroke
SN-A,PRST,0187,Gliss C Dori,Plucked/Stroke
SN-A,PRST,0188,Harp Nail,Plucked/Stroke
SN-A,PRST,0189,Violin 1,Strings
SN-A,PRST,0190,Violin 2,Strings
SN-A,PRST,0191,Viola,Strings
SN-A,PRST,0192,Cello 1,Strings
SN-A,PRST,0193,Cello 2,Strings
SN-A,PRST,0194,Contrabass,Strings
SN-A,PRST,0195,Violin1 Pizz,Strings
SN-A,PRST,0196,Violin2 Pizz,Strings
SN-A,PRST,0197,Violin1 Stac,Strings
SN-A,PRST,0198,Viola Pizz,Strings
SN-A,PRST,0199,Cello1 Pizz,Strings
SN-A,PRST,0200,Cello2 Pizz,Strings
SN-A,PRST,0201,Cello1 Stac,Strings
SN-A,PRST,0202,ContrabassPz,Strings
SN-A,PRST,0203,StringsSect1,Strings
SN-A,PRST,0204,StringsSect2,Strings
SN-A,PRST,0205,5th Down Str,Strings
SN-A,PRST,0206,Slow Strings,Strings
SN-A,PRST,0207,Tape Strings,Strings
SN-A,PRST,0208,Marcato Str,Strings
SN-A,PRST,0209,MarcatoWarm,Strings
SN-A,PRST,0210,Strings Stac,Strings
SN-A,PRST,0211,Strings Pizz,Strings
SN-A,PRST,0212,Strings Trem,Strings
SN-A,PRST,0213,LargeChoirAh,Vox/Choir
SN-A,PRST,0214,LargeChoirOo,Vox/Choir
SN-A,PRST,0215,BoysChoir Ah,Vox/Choir
SN-A,PRST,0216,BoysChoir Oo,Vox/Choir
SN-A,PRST,0217,Choir Pad,Vox/Choir
SN-A,PRST,0218,Trumpet 1,Brass
SN-A,PRST,0219,Light Tp,Brass
SN-A,PRST,0220,Mellow Tp,Brass
SN-A,PRST,0221,MutedTrumpet,Brass
SN-A,PRST,0222,Bold MuteTp,Brass
SN-A,PRST,0223,DooBapMuteTp,Brass
SN-A,PRST,0224,Wah Trumpet,Brass
SN-A,PRST,0225,Trombone 1,Brass
SN-A,PRST,0226,Breathy Tb,Brass
SN-A,PRST,0227,Tb Staccato,Brass
SN-A,PRST,0228,Muted Tb,Brass
SN-A,PRST,0229,Bold MuteTb,Brass
SN-A,PRST,0230,French Horn,Brass
SN-A,PRST,0231,Sop Sax 1,Sax
SN-A,PRST,0232,SopSax1 Soft,Sax
SN-A,PRST,0233,Alto Sax 1,Sax
SN-A,PRST,0234,A.Sax 1 Soft,Sax
SN-A,PRST,0235,TenorSax 1,Sax
SN-A,PRST,0236,T.Sax 1 Soft,Sax
SN-A,PRST,0237,T.Sax Growl,Sax
SN-A,PRST,0238,Bari Sax 1,Sax
SN-A,PRST,0239,B.Sax 1 Soft,Sax
SN-A,PRST,0240,Oboe 1,Wind
SN-A,PRST,0241,Oboe 2,Wind
SN-A,PRST,0242,Bassoon,Wind
SN-A,PRST,0243,Clarinet 1,Wind
SN-A,PRST,0244,Clarinet 2,Wind
SN-A,PRST,0245,ClassicFlute,Flute
SN-A,PRST,0246,Jazz Flute,Flute
SN-A,PRST,0247,Piccolo Fl,Flute
SN-A,PRST,0248,Pan Flute,Flute
SN-A,PRST,0249,Sitar 1,Plucked/Stroke
SN-A,PRST,0250,Sitar 2,Plucked/Stroke
SN-A,PRST,0251,Elec Sitar,Plucked/Stroke
SN-A,PRST,0252,Shakuhachi,Flute
SN-A,PRST,0253,UilleanPipes,Wind
SN-A,PRST,0254,Bag Pipes,Wind
SN-A,PRST,0255,Erhu,Strings
SN-A,PRST,0256,AirFromChina,Strings
SN-S,PRST,0001,JP8 Strings1,Synth Pad/Strings
SN-S,PRST,0002,JP8 Strings2,Synth Pad/Strings
SN-S,PRST,0003,JP8 Strings3,Synth Pad/Strings
SN-S,PRST,0004,JP8 Strings4,Synth Pad/Strings
SN-S,PRST,0005,JP8 Strings5,Synth Pad/Strings
SN-S,PRST,0006,JP8 Strings6,Synth Pad/Strings
SN-S,PRST,0007,JP8 Strings7,Synth Pad/Strings
SN-S,PRST,0008,JP8 Strings8,Synth Pad/Strings
SN-S,PRST,0009,JP8 Strings9,Synth Pad/Strings
SN-S,PRST,0010,JP8Strings10,Synth Pad/Strings
SN-S,PRST,0011,JP8Strings11,Synth Pad/Strings
SN-S,PRST,0012,JP8Strings12,Synth Pad/Strings
SN-S,PRST,0013,JP8Strings13,Synth Pad/Strings
SN-S,PRST,0014,JP8Strings14,Synth Pad/Strings
SN-S,PRST,0015,JP8Strings15,Synth Pad/Strings
SN-S,PRST,0016,JP8Strings16,Synth Pad/Strings
SN-S,PRST,0017,JP-8 Pad 1,Synth Pad/Strings
SN-S,PRST,0018,JP-8 Pad 2,Synth Pad/Strings
SN-S,PRST,0019,JP-8 Pad 3,Synth Pad/Strings
SN-S,PRST,0020,JP-8 Pad 4,Synth Pad/Strings
SN-S,PRST,0021,JUNO Str 1,Synth Pad/Strings
SN-S,PRST,0022,JUNO Str 2,Synth Pad/Strings
SN-S,PRST,0023,JUNO Str 3,Synth Pad/Strings
SN-S,PRST,0024,JX Strings,Synth Pad/Strings
SN-S,PRST,0025,OB Strings 1,Synth Pad/Strings
SN-S,PRST,0026,OB Strings 2,Synth Pad/Strings
SN-S,PRST,0027,OB Strings 3,Synth Pad/Strings
SN-S,PRST,0028,OB Strings 4,Synth Pad/Strings
SN-S,PRST,0029,OB Strings 5,Synth Pad/Strings
SN-S,PRST,0030,OB Strings 6,Synth Pad/Strings
SN-S,PRST,0031,Vintage 1,Synth Pad/Strings
SN-S,PRST,0032,Vintage 2,Synth Pad/Strings
SN-S,PRST,0033,Vintage 3,Synth Pad/Strings
SN-S,PRST,0034,Vintage 4,Synth Pad/Strings
SN-S,PRST,0035,Vintage 5,Synth Pad/Strings
SN-S,PRST,0036,Vintage 6,Synth Pad/Strings
SN-S,PRST,0037,Vintage 7,Synth Pad/Strings
SN-S,PRST,0038,Vintage 8,Synth Pad/Strings
SN-S,PRST,0039,Vintage 9,Synth Pad/Strings
SN-S,PRST,0040,Vintage 10,Synth Pad/Strings
SN-S,PRST,0041,Vintage 11,Synth Pad/Strings
SN-S,PRST,0042,Soft Pad 1,Synth Pad/Strings
SN-S,PRST,0043,Soft Pad 2,Synth Pad/Strings
SN-S,PRST,0044,Soft Pad 3,Synth Pad/Strings
SN-S,PRST,0045,Soft Pad 4,Synth Pad/Strings
SN-S,PRST,0046,Soft Pad 5,Synth Pad/Strings
SN-S,PRST,0047,Soft Pad 6,Synth Pad/Strings
SN-S,PRST,0048,Soft Pad 7,Synth Pad/Strings
SN-S,PRST,0049,Soft Pad 8,Synth Pad/Strings
SN-S,PRST,0050,Soft Pad 9,Synth Pad/Strings
SN-S,PRST,0051,Soft Pad 10,Synth Pad/Strings
SN-S,PRST,0052,Soft Pad 11,Synth Pad/Strings
SN-S,PRST,0053,Soft Pad 12,Synth Pad/Strings
SN-S,PRST,0054,Soft Pad 13,Synth Pad/Strings
SN-S,PRST,0055,Soft Pad 14,Synth Pad/Strings
SN-S,PRST,0056,Soft Pad 15,Synth Pad/Strings
SN-S,PRST,0057,Soft Pad 16,Synth Pad/Strings
SN-S,PRST,0058,Soft Pad 17,Synth Pad/Strings
SN-S,PRST,0059,Oct Str 1,Synth Pad/Strings
SN-S,PRST,0060,Oct Str 2,Synth Pad/Strings
SN-S,PRST,0061,Oct Str 3,Synth Pad/Strings
SN-S,PRST,0062,Oct Str 4,Synth Pad/Strings
SN-S,PRST,0063,Oct Str 5,Synth Pad/Strings
SN-S,PRST,0064,Oct Str 6,Synth Pad/Strings
SN-S,PRST,0065,Oct Str 7,Synth Pad/Strings
SN-S,PRST,0066,Cloud Pad,Synth Pad/Strings
SN-S,PRST,0067,Slow Pad 1,Synth Pad/Strings
SN-S,PRST,0068,Slow Pad 2,Synth Pad/Strings
SN-S,PRST,0069,Brite Str 1,Synth Pad/Strings
SN-S,PRST,0070,Brite Str 2,Synth Pad/Strings
SN-S,PRST,0071,Brite Str 3,Synth Pad/Strings
SN-S,PRST,0072,Brite Str 4,Synth Pad/Strings
SN-S,PRST,0073,Boreal Pad,Synth Pad/Strings
SN-S,PRST,0074,Flange Str,Synth Pad/Strings
SN-S,PRST,0075,Organ Pad 1,Synth Pad/Strings
SN-S,PRST,0076,Organ Pad 2,Synth Pad/Strings
SN-S,PRST,0077,Organ Pad 3,Synth Pad/Strings
SN-S,PRST,0078,Organ Pad 4,Synth Pad/Strings
SN-S,PRST,0079,Digi Str 1,Synth Pad/Strings
SN-S,PRST,0080,Digi Str 2,Synth Pad/Strings
SN-S,PRST,0081,Digi Pad 1,Synth Pad/Strings
SN-S,PRST,0082,Digi Pad 2,Synth Pad/Strings
SN-S,PRST,0083,Digi Pad 3,Synth Pad/Strings
SN-S,PRST,0084,Digi Pad 4,Synth Pad/Strings
SN-S,PRST,0085,Heaven Pad 1,Synth Pad/Strings
SN-S,PRST,0086,Heaven Pad 2,Synth Pad/Strings
SN-S,PRST,0087,Heaven Pad 3,Synth Pad/Strings
SN-S,PRST,0088,Heaven Pad 4,Synth Pad/Strings
SN-S,PRST,0089,Voice Heaven,Synth Pad/Strings
SN-S,PRST,0090,ChordOfCnada,Synth Pad/Strings
SN-S,PRST,0091,Awakening,Synth Pad/Strings
SN-S,PRST,0092,JP8 Hollow 1,Synth Pad/Strings
SN-S,PRST,0093,JP8 Hollow 2,Synth Pad/Strings
SN-S,PRST,0094,JP8 Hollow 3,Synth Pad/Strings
SN-S,PRST,0095,Hollow Pad 1,Synth Pad/Strings
SN-S,PRST,0096,Hollow Pad 2,Synth Pad/Strings
SN-S,PRST,0097,Simple Air,Synth Pad/Strings
SN-S,PRST,0098,Air Pad,Synth Pad/Strings
SN-S,PRST,0099,Glass Pad,Synth Pad/Strings
SN-S,PRST,0100,Flute Pad,Synth Pad/Strings
SN-S,PRST,0101,Seek Flute,Synth Pad/Strings
SN-S,PRST,0102,Syn Pad 1,Synth Pad/Strings
SN-S,PRST,0103,Syn Pad 2,Synth Pad/Strings
SN-S,PRST,0104,Syn Pad 3,Synth Pad/Strings
SN-S,PRST,0105,Syn Pad 4,Synth Pad/Strings
SN-S,PRST,0106,Syn Pad 5,Synth Pad/Strings
SN-S,PRST,0107,Syn Pad 6,Synth Pad/Strings
SN-S,PRST,0108,Syn Pad 7,Synth Pad/Strings
SN-S,PRST,0109,Syn Pad 8,Synth Pad/Strings
SN-S,PRST,0110,Syn Pad 9,Synth Pad/Strings
SN-S,PRST,0111,Syn Pad 10,Synth Pad/Strings
SN-S,PRST,0112,Syn Pad 11,Synth Pad/Strings
SN-S,PRST,0113,Syn Pad 12,Synth Pad/Strings
SN-S,PRST,0114,Syn Pad 13,Synth Pad/Strings
SN-S,PRST,0115,Syn Pad 14,Synth Pad/Strings
SN-S,PRST,0116,Syn Pad 15,Synth Pad/Strings
SN-S,PRST,0117,Syn Pad 16,Synth Pad/Strings
SN-S,PRST,0118,Syn Pad 17,Synth Pad/Strings
SN-S,PRST,0119,Syn Pad 18,Synth Pad/Strings
SN-S,PRST,0120,Syn Pad 19,Synth Pad/Strings
SN-S,PRST,0121,Syn Pad 20,Synth Pad/Strings
SN-S,PRST,0122,Syn Pad 21,Synth Pad/Strings
SN-S,PRST,0123,Syn Pad 22,Synth Pad/Strings
SN-S,PRST,0124,Syn Pad 23,Synth Pad/Strings
SN-S,PRST,0125,Hybrid Str 1,Synth Pad/Strings
SN-S,PRST,0126,Hybrid Str 2,Synth Pad/Strings
SN-S,PRST,0127,Hybrid Str 3,Synth Pad/Strings
SN-S,PRST,0128,LFO Pad 1,Synth Pad/Strings
SN-S,PRST,0129,LFO Pad 2,Synth Pad/Strings
SN-S,PRST,0130,RETROX 139,Synth Pad/Strings
SN-S,PRST,0131,I Sync So,Synth Pad/Strings
SN-S,PRST,0132,Sea Waves,Synth Pad/Strings
SN-S,PRST,0133,FireFlies,Synth Pad/Strings
SN-S,PRST,0134,Particles,Synth Pad/Strings
SN-S,PRST,0135,Phr Str 1,Synth Pad/Strings
SN-S,PRST,0136,Phr Str 2,Synth Pad/Strings
SN-S,PRST,0137,Phr Str 3,Synth Pad/Strings
SN-S,PRST,0138,Phr Str 4,Synth Pad/Strings
SN-S,PRST,0139,Phr Str 5,Synth Pad/Strings
SN-S,PRST,0140,Phr Str 6,Synth Pad/Strings
SN-S,PRST,0141,Phr Str 7,Synth Pad/Strings
SN-S,PRST,0142,Phr Str 8,Synth Pad/Strings
SN-S,PRST,0143,Phr Str 9,Synth Pad/Strings
SN-S,PRST,0144,Phr Str 10,Synth Pad/Strings
SN-S,PRST,0145,Phr Str 11,Synth Pad/Strings
SN-S,PRST,0146,Stone Pad,Synth Pad/Strings
SN-S,PRST,0147,JP8 Stone 1,Synth Pad/Strings
SN-S,PRST,0148,JP8 Stone 2,Synth Pad/Strings
SN-S,PRST,0149,Sweep Pad 1,Synth Pad/Strings
SN-S,PRST,0150,Sweep Pad 2,Synth Pad/Strings
SN-S,PRST,0151,Sweep Pad 3,Synth Pad/Strings
SN-S,PRST,0152,Sweep Pad 4,Synth Pad/Strings
SN-S,PRST,0153,Sweep Pad 5,Synth Pad/Strings
SN-S,PRST,0154,Sweep Pad 6,Synth Pad/Strings
SN-S,PRST,0155,Sweep Pad 7,Synth Pad/Strings
SN-S,PRST,0156,Sweep Pad 8,Synth Pad/Strings
SN-S,PRST,0157,Sweep Pad 9,Synth Pad/Strings
SN-S,PRST,0158,Sweep Pad 10,Synth Pad/Strings
SN-S,PRST,0159,Sweep Pad 11,Synth Pad/Strings
SN-S,PRST,0160,Sweep Pad 12,Synth Pad/Strings
SN-S,PRST,0161,Sweep Pad 13,Synth Pad/Strings
SN-S,PRST,0162,Sweep Pad 14,Synth Pad/Strings
SN-S,PRST,0163,Sweep Pad 15,Synth Pad/Strings
SN-S,PRST,0164,Sweep Pad 16,Synth Pad/Strings
SN-S,PRST,0165,Sweep Pad 17,Synth Pad/Strings
SN-S,PRST,0166,Chronic Pad,Synth Pad/Strings
SN-S,PRST,0167,Sweep JD,Synth Pad/Strings
SN-S,PRST,0168,SweepNz Pad,Synth Pad/Strings
SN-S,PRST,0169,HPF Pad,Synth Pad/Strings
SN-S,PRST,0170,Iso Pad,Synth Pad/Strings
SN-S,PRST,0171,Reverie Pad,Synth Pad/Strings
SN-S,PRST,0172,PWM Pad 1,Synth Pad/Strings
SN-S,PRST,0173,PWM Pad 2,Synth Pad/Strings
SN-S,PRST,0174,Stack Pad,Synth Pad/Strings
SN-S,PRST,0175,Fanta Synth,Synth Pad/Strings
SN-S,PRST,0176,Deepity,Synth Pad/Strings
SN-S,PRST,0177,Fair Pad,Synth Pad/Strings
SN-S,PRST,0178,Revalation,Synth Pad/Strings
SN-S,PRST,0179,Trance Pad,Synth Pad/Strings
SN-S,PRST,0180,Alan’s Pad,Synth Pad/Strings
SN-S,PRST,0181,Dreamwarp,Synth Pad/Strings
SN-S,PRST,0182,Emote String,Synth Pad/Strings
SN-S,PRST,0183,PortamentPad,Synth Pad/Strings
SN-S,PRST,0184,Cincosoft,Synth Pad/Strings
SN-S,PRST,0185,5th Pad 1,Synth Pad/Strings
SN-S,PRST,0186,5th Pad 2,Synth Pad/Strings
SN-S,PRST,0187,5th Pad 3,Synth Pad/Strings
SN-S,PRST,0188,Metal Pad,Synth Pad/Strings
SN-S,PRST,0189,Legend Pad,Synth Pad/Strings
SN-S,PRST,0190,GlassFx Pad,Synth Pad/Strings
SN-S,PRST,0191,Glass Forest,Synth Pad/Strings
SN-S,PRST,0192,Jungle-Pool,Synth Pad/Strings
SN-S,PRST,0193,Xadecimal,Synth Pad/Strings
SN-S,PRST,0194,HPF Strings,Synth Pad/Strings
SN-S,PRST,0195,Gate Game,Synth Pad/Strings
SN-S,PRST,0196,Horror Pad,Synth Pad/Strings
SN-S,PRST,0197,PLS Pad 1,Pulsating
SN-S,PRST,0198,PLS Pad 2,Pulsating
SN-S,PRST,0199,PLS Pad 3,Pulsating
SN-S,PRST,0200,PLS Pad 4,Pulsating
SN-S,PRST,0201,PLS Pad 5,Pulsating
SN-S,PRST,0202,PLS Pad 6,Pulsating
SN-S,PRST,0203,PLS Pad 7,Pulsating
SN-S,PRST,0204,PLS Pad 8,Pulsating
SN-S,PRST,0205,PLS Pad 9,Pulsating
SN-S,PRST,0206,PLS Pad 10,Pulsating
SN-S,PRST,0207,PLS Pad 11,Pulsating
SN-S,PRST,0208,PLS Pad 12,Pulsating
SN-S,PRST,0209,PLS Pad 13,Pulsating
SN-S,PRST,0210,PLS Pad 14,Pulsating
SN-S,PRST,0211,PLS Pad 15,Pulsating
SN-S,PRST,0212,PLS Pad 16,Pulsating
SN-S,PRST,0213,PLS Strings,Pulsating
SN-S,PRST,0214,LFO Hollow,Pulsating
SN-S,PRST,0215,Goes A Pad,Pulsating
SN-S,PRST,0216,Metal PLS,Pulsating
SN-S,PRST,0217,Trip 2 Mars,Pulsating
SN-S,PRST,0218,Fist Pumper1,Pulsating
SN-S,PRST,0219,Fist Pumper2,Pulsating
SN-S,PRST,0220,Pulsatron,Pulsating
SN-S,PRST,0221,LFO Poly,Pulsating
SN-S,PRST,0222,LFO Saw 1,Pulsating
SN-S,PRST,0223,LFO Saw 2,Pulsating
SN-S,PRST,0224,Thick Pans,Pulsating
SN-S,PRST,0225,LFO Ripple,Pulsating
SN-S,PRST,0226,JayMeJay,Pulsating
SN-S,PRST,0227,Karmalog,Pulsating
SN-S,PRST,0228,MINIM-L,Pulsating
SN-S,PRST,0229,Trance Staff,Pulsating
SN-S,PRST,0230,Radanceky,Pulsating
SN-S,PRST,0231,12303,Pulsating
SN-S,PRST,0232,Experiment,Pulsating
